factura;importe;tipo;nombre;perfume
57437428:08;130695.54;A;Carlos GPPZSZ;10
31977985:08;104307.08;A;Juan qscOVUi;11
81460353:08;38515.1;A;Martin XSfld;17
24150460:08;130881.48;A;Sebastian nFlGXOh;6
7723457:08;43846.79;D;Irina pUFqfD;11
58475540:08;100378.17;C;Olga jQxgwCrt;8
34741231:08;99090.35;B;Carlos elhCwTjPF;4
73193294:08;18791.95;A;Carlos WyhsI;1
1540907:08;87037.5;C;Carlos LmWGcem;8
87273854:08;69323.79;B;Carlos SdYWewhC;5
86131362:08;135951.85;D;Laura WvoOsIs;1
86411917:08;73162.53;B;Irina TcfDSo;15
29026929:08;122753.98;B;Ines yseBpF;15
61763569:08;100652.21;B;Sebastian LPvjozudL;1
57792045:08;125219.35;C;Martin PWppHv;7
2906386:08;55456.88;C;Laura HQUCnth;10
85996652:08;28047.78;B;Ines jQOck;17
7000243:08;84256.63;A;Olga klXPHyPH;15
56465975:08;74733.14;C;Sebastian jQJOG;14
97437312:08;37010.49;A;Juan tDqPSMi;12
30647735:08;54693.75;C;Juan BhtPpvHYt;5
35198334:08;34636.45;D;Sebastian QSWrgUHI;4
11695067:08;77106.31;C;Olga drtnrL;16
52865930:08;96515.77;A;Sebastian JdsWvvQ;14
88037353:08;120363.3;C;Olga cEhPjVrF;15
11603744:08;92101.36;A;Ines RZPaBbzAi;4
62478649:08;146980.62;A;Olga aylYX;6
89283697:08;73076.6;A;Juan wsYIYflwQ;10
6882124:08;131616.62;B;Olga UHlgMtQ;1
96378350:08;27205.38;D;Carlos lMCwGEgFM;6
79428307:08;76912.19;C;Olga iUViT;6
79426653:08;146085.23;C;Ines QyteASYYN;12
67828791:08;105065.44;B;Olga PdrDNUDL;16
65509335:08;51940.14;B;Juan JtWncrtlR;5
8631225:08;19964.32;A;Olga hmkAwdc;12
68389562:08;90020.29;C;Juan VmftvnEo;3
70074865:08;96696.22;C;Ines siAKhBmMm;8
47911097:08;34949.39;B;Sebastian adPipZu;14
18571932:08;73477.32;A;Ines dGdEWx;1
27168909:08;136179.27;A;Carlos zdOUcH;6
9532884:08;67883.13;D;Irina WAwqlK;14
40829284:08;85396.1;B;Juan taPbC;4
30687746:08;139555.2;B;Martin BRsPYXe;4
85274390:08;133100.03;B;Laura nmtBttgpC;5
32475447:08;44766.84;A;Ines zPBEjO;7
45898536:08;43370.19;A;Sebastian iVOHtHdsO;15
41215985:08;69101.98;B;Sebastian fQOUY;3
40377518:08;100711.38;A;Martin TUVcAFE;5
50559875:08;105726.65;B;Irina ozUCyBs;2
36874668:08;89545.11;A;Olga oipLzG;9
38093169:08;67655.14;D;Irina uZUxY;17
28914064:08;101128.59;A;Ines LbkrKko;4
83968380:08;102009.22;B;Ines grxUMAP;11
44066802:08;30560.34;A;Martin TGWCriBi;11
95183746:08;115445.89;D;Ines lczDY;13
63582782:08;140576.48;C;Juan EkGwAX;15
59692211:08;140623.03;C;Juan rXZpE;2
90604493:08;61026.39;C;Ines KnxAxqept;14
67857432:08;24652.57;A;Laura PnXCJCBtW;17
93030302:08;69420.16;D;Laura ExorFUn;9
44323499:08;138035.82;B;Martin jaHXLIja;15
45736251:08;100222.14;B;Martin gRJXOOrF;9
41297095:08;114976.85;A;Sebastian piMGK;7
44242643:08;26060.97;C;Olga zHyYlgLS;10
70702892:08;88705.33;C;Laura oCrQA;11
97734609:08;17221.32;D;Olga BaNudKC;11
85048031:08;121628.97;A;Sebastian lnsWFv;9
21503657:08;96195.31;D;Sebastian YpjkhUbO;11
34646411:08;139718.54;A;Laura CTQaZ;11
55111216:08;143225.41;B;Irina QeKpS;1
70928417:08;19421.83;D;Ines pfScraa;2
15826045:08;111358.79;D;Juan uKlygtrN;14
57590866:08;16093.01;D;Ines HZhpg;9
80928465:08;49642.18;D;Sebastian GdejTDzYh;17
26599965:08;53700.92;B;Martin XleVKfzAY;8
86342265:08;107499.5;B;Laura lYdFG;12
97651619:08;15216.34;A;Martin pbMnX;2
41601510:08;36268.92;C;Martin eOttOBiOY;5
3874304:08;26045.43;B;Sebastian WVNyurBNJ;4
92580421:08;116216.12;A;Olga VXMwdqT;15
98507002:08;130811.48;C;Carlos GGwVHQlP;11
86795836:08;22132.98;D;Martin uoUGH;13
94879286:08;28949.71;D;Laura fdHPJzwS;12
40348461:08;75695.76;C;Sebastian MSSEtma;5
38342085:08;137718.05;C;Ines mxeCpn;1
65827258:08;60218.37;C;Sebastian BnlDgd;9
4672845:08;106866.62;A;Carlos WJkhm;10
17800067:08;125057.84;A;Olga pHRVWW;2
25488980:08;112669.38;B;Olga wVExJ;10
76590128:08;69688.84;D;Martin iHHboX;12
21812238:08;88701.46;B;Juan LEMqOi;13
1989848:08;91540.21;C;Sebastian UnTTQ;3
83227137:08;37957.15;B;Carlos JDDfuc;1
15137175:08;29008.52;D;Olga ClKnHRgW;6
75461079:08;87994.44;A;Juan KRCutIt;16
33484776:08;142630.77;A;Carlos FTYNx;12
91650868:08;60935.15;B;Juan YsuCfDFjK;3
21602232:08;116782.22;C;Irina dAfSDpqnl;9
38094035:08;70274.86;A;Sebastian XOTYlLak;12
63716078:08;120221.96;B;Laura eMDfLxgG;14
44948818:08;66434.9;B;Martin QLQljtdlV;10
54811281:08;106423.4;C;Sebastian dBiDIXN;13
16329645:08;58187.14;A;Martin SDIpEMeo;4
36628124:08;47786.4;B;Laura UZHnv;2
79874121:08;19263.44;D;Olga mkyIG;13
39802565:08;16832.12;B;Irina KsaxAWQ;15
7128373:08;75615.71;B;Sebastian JolFEE;4
352039:08;122053.78;C;Carlos IVUCtyqjg;7
4427071:08;57618.79;C;Ines EUVrNrOv;11
72099834:08;46577.06;A;Sebastian XUghbqlN;7
73114261:08;123257.71;B;Martin rAAVnW;17
42248466:08;148436.12;A;Martin iJROj;11
99370682:08;82084.44;B;Martin ErKuH;3
2441182:08;140613.64;B;Sebastian QMtrX;17
59774900:08;49598.27;D;Irina rwjNRlJa;8
38513526:08;119310.29;C;Olga bddzdRRZ;13
82774634:08;109625.58;A;Olga ACLaInLcq;13
86898413:08;141970.21;C;Martin HhJbOBi;13
19957112:08;94396.91;B;Martin apKrMF;17
50764216:08;29365.13;A;Ines ZOnbrR;15
79136696:08;71020.73;D;Sebastian RzgxMjTav;13
52838813:08;35043.49;C;Irina keDxXjK;11
21361772:08;79529.72;C;Irina ZAZJLAwS;14
72226524:08;148050.92;C;Martin qiRmnBbA;5
6133690:08;92399.84;C;Laura EnWkuTMD;15
28990254:08;141515.34;A;Sebastian eUveR;14
12993206:08;110626.48;A;Juan kCHBtUxx;16
52357272:08;85520.03;A;Olga YieuC;14
68683062:08;93316.5;C;Martin YcQWiAw;1
51846699:08;45122.57;B;Carlos BZPxHcB;1
37502856:08;104396.64;C;Olga cebSG;5
88761199:08;60325.8;D;Ines HZxUS;7
43873880:08;98823.96;A;Olga ODESwj;2
21360253:08;40327.26;B;Laura jDBbvw;5
36854525:08;69040.39;A;Juan paQmtddcn;16
23146587:08;142043.18;D;Juan JMtRLT;10
51152727:08;104584.96;D;Ines AZhsWTJP;1
3767233:08;89974.65;D;Juan FJKalxlRg;10
29773013:08;50934.27;A;Sebastian njDZyJv;13
1950599:08;51148.27;C;Ines AhKqoQNM;5
12428961:08;35078.4;D;Olga nOSglmN;1
34105039:08;20104.34;B;Ines ikUXZOfqm;10
49208169:08;116412.22;D;Ines JUnoGNm;12
96726204:08;116789.08;D;Sebastian rZjrwd;7
11083377:08;46671.67;D;Olga eJqbglE;2
56356672:08;26936.05;D;Laura JPevi;16
14796562:08;53069.34;A;Olga QAxnfXn;12
78096171:08;82941.74;D;Olga RfuMTS;9
97993630:08;17909.6;A;Carlos jUeaXS;16
15147804:08;139648.68;D;Sebastian skndfra;12
31280681:08;122804.89;D;Martin wJIlmIoNC;13
6373640:08;141344.69;C;Martin PkgYienu;16
78648522:08;115249.69;A;Martin zzNjn;12
99112672:08;76239.56;D;Carlos kflauV;1
30848826:08;130417.83;A;Ines EhvgNGWhY;14
14169444:08;31181.03;D;Martin KzHchc;13
69999855:08;16773.19;D;Olga RMIVbRs;2
71859202:08;45013.89;B;Irina seLljJxXn;13
40083899:08;16400.11;D;Juan AoFKj;11
37521866:08;35907.69;C;Martin BrMElx;5
24712225:08;149057.16;A;Ines lCIuaihb;3
40959643:08;69177.71;D;Juan kkbtWG;16
94914735:08;63018.93;A;Ines pvPyVKrwh;3
96467829:08;21223.97;C;Ines vAzczOFK;12
62609689:08;48548.92;A;Laura iLIBViQwO;10
44586781:08;97656.52;A;Laura XnmGIT;13
94250503:08;114573.55;C;Ines XHdjtF;6
95767911:08;42885.77;C;Sebastian HjOGhj;12
15313953:08;115948.13;B;Ines kURdHZq;7
90260848:08;124923.64;D;Martin YQMPQXX;17
6261540:08;56664.89;B;Laura GwafYQo;17
42063744:08;95241.49;D;Olga imwvoKU;11
45805178:08;17113.86;D;Carlos dtVEc;15
77070939:08;117365.7;C;Juan CiFstUBc;9
952954:08;112316.03;A;Olga iKsklHLB;4
38202825:08;48412.4;A;Ines vdfHEYWsD;12
60364354:08;83948.03;A;Ines XCEfPV;2
6233640:08;97230.87;D;Juan kLmMZjUxX;4
50108327:08;111790.03;D;Martin tGCghH;15
58312893:08;26150.51;D;Ines CQjsVDzb;13
38814949:08;136771.72;B;Sebastian PPHOcK;7
44879298:08;29751.96;B;Juan UkMqyVdf;17
70779357:08;52684.25;C;Irina YcebRP;10
40004088:08;130620.79;B;Martin JBANfvo;14
46729687:08;114975.93;C;Juan iBQTDnvq;15
48804228:08;65253.95;B;Irina RYikXTluH;8
73562900:08;129805.24;A;Martin DnZhRM;2
81392807:08;115430.44;B;Martin vLCkmSU;8
58767923:08;115696.1;B;Irina Ikeglri;9
31069075:08;67848.28;C;Martin EJEBXBvk;16
62572534:08;133913.22;D;Sebastian DEcZEm;7
88453336:08;147313.56;A;Laura ZqnWLM;5
95795539:08;78771.99;A;Carlos tVrWPFQM;11
8185074:08;71847.99;A;Ines oYqWfBY;7
72597938:08;16794.45;A;Ines CqMlXbNgj;12
7450976:08;144687.83;D;Carlos FTxKmA;16
41157888:08;33722.77;C;Irina mBiIeds;15
3973600:08;63727.29;D;Sebastian zbKeHr;14
63344650:08;42390.81;B;Olga sOmbOAYvN;14
98691519:08;81427.39;C;Juan lknbwLLL;6
82502148:08;57919.06;C;Martin xdXhrPCIF;6
78970237:08;104900.3;C;Martin eBzFB;8
80615512:08;43592.15;C;Irina DROyIENZ;16
67135036:08;133444.97;A;Carlos NTtctT;7
38834142:08;27197.59;B;Sebastian VRbkBlv;1
41229144:08;83385.88;D;Sebastian IwtezFA;2
30162140:08;95033.85;D;Juan soBxgI;13
73784241:08;137502.96;A;Olga OkYhcekH;15
58185392:08;120298.74;B;Olga vooiVuqQ;13
35468987:08;15392.55;D;Ines BYDmXcLHS;9
33262520:08;142252.06;D;Martin XIHXIbp;9
56344709:08;37547.39;A;Carlos PRZribvw;15
19624546:08;148517.03;C;Olga Skrgv;13
36870242:08;127038.16;B;Laura kVuvjh;13
33804933:08;66126.9;D;Martin rfrlCwp;16
65778951:08;84105.84;A;Laura mDNIG;3
92802980:08;116324.26;A;Laura yETFU;10
96418737:08;37910.08;A;Ines VcSdaBBz;6
43512792:08;76562.84;C;Olga ajCGHB;6
80326977:08;48412.19;B;Sebastian HlimnN;5
30268297:08;129085.26;C;Ines yrEoknwT;8
74251476:08;106765.48;D;Irina OuRVBC;15
35011242:08;43003.22;A;Juan EEerfnE;8
72220087:08;137535.0;A;Martin mgHad;8
45370982:08;129064.45;D;Juan lNrboF;15
52660184:08;64147.48;B;Sebastian khkGLmTNt;17
43372463:08;94350.88;D;Laura eFYkq;9
74500595:08;69571.68;D;Martin ZPqvl;9
48427115:08;16874.05;D;Irina sXNSiJFl;13
66303381:08;110283.23;B;Irina rQKOemLj;15
11803055:08;51326.47;A;Martin xauVMceAI;6
90584529:08;131258.07;C;Ines EirtOmE;1
89000980:08;60712.15;B;Sebastian aPFpfto;4
16520683:08;110000.83;C;Martin OEqWLQ;2
33693332:08;20021.39;A;Laura wlFPFb;4
25319923:08;143602.49;D;Carlos LQoAd;4
64537924:08;61355.16;D;Sebastian DkfVcMpUT;3
84577334:08;51074.79;A;Martin MSutmnibM;15
88847989:08;41848.87;C;Carlos wBcaO;6
52386060:08;66773.22;C;Carlos WjGYWG;13
95731085:08;56733.99;B;Ines dwdXxnOI;13
73424896:08;48309.4;A;Juan GvnNBaX;10
75075915:08;31006.37;D;Juan vBGHN;2
83351598:08;63116.65;D;Sebastian SmslFehd;11
80319753:08;66372.29;D;Olga TYkcwRl;16
86211154:08;27953.2;A;Irina pZaHMiN;15
92039651:08;130263.16;B;Juan oifBBw;15
16914342:08;76682.84;C;Juan xHshr;8
85465431:08;107887.8;D;Martin ftprmiM;3
26831666:08;39763.92;C;Laura RGjGFC;2
15570319:08;57051.27;C;Laura vKSEjHVO;12
74590551:08;83991.89;B;Ines TvdbW;4
88120012:08;123223.62;C;Carlos erPYjFE;1
20543976:08;93841.16;D;Carlos TKqvwu;14
71308876:08;94303.43;B;Ines CouXi;14
12726151:08;92453.98;D;Ines vnjwByDgk;3
74045520:08;139175.87;D;Carlos wqJJLO;13
68870581:08;93618.3;B;Sebastian RPZCZDGX;10
59231627:08;62083.62;D;Olga quWzoh;11
25303882:08;38228.01;C;Irina zohmY;9
49566912:08;104051.77;A;Olga RMumA;7
72359444:08;97835.08;D;Carlos AWawh;2
25437721:08;137429.44;B;Martin pvdjCc;13
81713941:08;75704.69;D;Olga OqidIfuzA;1
42805481:08;39365.3;A;Carlos OvaOOC;11
41786491:08;34412.91;A;Olga RxoGk;8
931486:08;103543.04;A;Olga kVdqIV;15
54947462:08;101611.54;C;Sebastian tWmMPS;6
96166891:08;70475.49;C;Ines SxjElH;5
77968198:08;30212.81;D;Irina PYiCxd;9
21933717:08;18372.84;B;Sebastian svkjvovn;4
41286175:08;58897.07;A;Olga EaLxqkab;17
73304926:08;133699.89;C;Martin ekuyArW;14
2144685:08;101953.34;D;Irina RdCslMRNt;6
50892327:08;93325.77;D;Ines BfVMI;5
2743603:08;139185.92;C;Olga iobknbN;3
48562966:08;129904.76;A;Juan jGzHUasT;12
33283158:08;147985.5;B;Ines FfysCHXCs;11
25775461:08;142956.3;A;Martin tJFbXm;15
36742707:08;136838.38;C;Juan vILtnaIfs;14
47541087:08;118812.43;A;Ines KVnWMS;16
81485832:08;36839.12;C;Irina bkPebW;14
85933365:08;139415.79;D;Irina TcEDSS;6
44676992:08;111551.88;A;Carlos EDGjJGw;1
55541772:08;26223.12;D;Olga oPKDtMkK;14
87137819:08;147986.56;C;Juan uauIUlo;6
33063993:08;118824.86;A;Olga IDGDtM;5
13080703:08;27761.19;D;Laura HPHMyE;8
35800533:08;57390.95;C;Sebastian orbLkhGy;14
8087349:08;88651.11;B;Martin NoNKnBCeA;2
96258858:08;17877.28;A;Ines JeJIB;3
83162166:08;87695.75;B;Laura YEGLkFW;10
16341053:08;95230.59;B;Olga zngwnJk;14
70578905:08;75697.6;A;Ines eLBinhkjX;13
11189620:08;36609.05;A;Irina nxZRAz;6
59988730:08;122092.17;D;Sebastian hgobDSjh;4
66403958:08;86779.25;D;Laura sqxadpNfS;3
75812996:08;131795.03;D;Laura fbPLqI;2
60669397:08;26382.7;D;Carlos TkWZF;2
90429576:08;51258.78;C;Olga lrFuI;7
87060606:08;143870.42;A;Ines AevfAsw;10
47975619:08;134550.75;D;Sebastian UIsYDBk;7
44717322:08;85060.29;C;Juan BfuqKhj;12
11442065:08;56944.03;C;Juan AJqeDmYpe;8
47343738:08;74561.89;A;Sebastian wKvvTsf;12
73840084:08;103702.63;B;Olga jnHazOH;3
80195652:08;23815.84;B;Laura HKLnEKVV;4
58512468:08;110391.7;A;Sebastian ndAUhD;3
17508524:08;26556.05;A;Ines cCGnWQf;15
1629710:08;119247.86;C;Ines IxcZrzT;3
97078649:08;118533.28;D;Juan VuwIuZ;3
47252818:08;72672.41;A;Carlos MDkWAnoL;7
77507754:08;144457.79;B;Ines uIrzsWrOH;17
61350929:08;75098.27;D;Irina TboULamud;15
14780636:08;126374.59;C;Sebastian reGhX;17
80130511:08;80023.02;B;Irina CwZPcRV;2
95561403:08;136632.57;C;Juan sOhmjWp;6
70033724:08;47533.26;A;Irina rgBAPC;5
35416419:08;64468.54;A;Laura uEjvLr;6
89035196:08;54917.52;B;Laura Eldsi;3
67124326:08;82267.46;B;Sebastian FweEjD;12
27996677:08;45437.85;C;Laura hkbGgRroe;1
38439967:08;129704.7;B;Irina CumyMYLmg;12
59249677:08;40811.75;B;Olga KvLwIiZp;11
97094883:08;56338.62;D;Martin HqcvzlU;2
83494000:08;18840.21;D;Carlos OoCLfWWX;13
36042641:08;68937.18;A;Irina SrmNmIJq;6
4343719:08;55756.54;B;Olga vqygGZw;4
29394983:08;129419.79;A;Carlos vYMnpNEm;12
50476970:08;118110.38;B;Irina TPFFiuG;9
49493083:08;46067.54;A;Martin RLrGWx;9
78094388:08;28226.83;A;Irina kAVZfgKtS;16
79289848:08;55708.35;C;Laura XZEiHRZ;9
43928558:08;111943.44;D;Ines nLZrDBNEI;4
12281915:08;148809.38;D;Laura NuqtCq;7
92156975:08;84263.8;C;Martin hhWmfuMK;5
23334040:08;37022.91;A;Martin tVvDkld;12
92752398:08;136082.23;C;Sebastian TKfqPMja;11
8547857:08;119577.25;B;Olga dWxQcvVLd;6
83577919:08;79170.85;A;Irina qxOUhPx;11
22506974:08;33907.13;D;Carlos IsxZBaxFQ;6
35811406:08;123536.9;A;Olga zJISZeAaz;8
56452509:08;84191.75;B;Martin HrpSjjHu;15
6289748:08;62611.28;D;Laura bOlBG;7
38154184:08;34874.15;D;Sebastian gwUtnSDyh;8
75467434:08;111614.39;B;Irina QjlAnSk;10
23104132:08;101051.62;C;Sebastian MgvFO;2
48503953:08;99959.3;B;Ines IpYhBcwDC;4
41287200:08;56056.21;C;Sebastian vSILGj;15
90833193:08;126348.62;B;Olga wBvAP;17
74940609:08;76946.51;A;Sebastian gXGrvH;3
80639102:08;34757.85;C;Carlos dHzYvJcIH;2
8741134:08;23794.74;A;Martin QgroJJeV;3
53797880:08;47869.57;A;Irina KhfYLN;2
20519874:08;32680.75;C;Laura QXFQAkJ;9
13968140:08;130191.16;C;Irina sRLDVm;13
18277209:08;147492.07;A;Olga MXroU;1
29642198:08;127689.59;D;Olga hXALrJNxu;4
39314159:08;49274.87;B;Sebastian bFukV;10
97045349:08;116684.46;C;Olga iIwRWpV;17
18274795:08;82953.49;C;Laura EBNDNc;8
23591775:08;87957.72;A;Juan mXtUTV;1
30886545:08;27822.19;B;Juan eqLiNwCh;15
13389810:08;79570.54;B;Irina LAYKDc;16
51005330:08;45535.99;A;Sebastian ucVOH;3
15176793:08;137039.03;B;Ines tntPjMVL;16
80269292:08;75628.47;D;Juan McuvOPs;15
59372480:08;119241.37;B;Martin RdKhxKf;14
55357350:08;41312.54;A;Irina xAyMFwxwR;3
80812121:08;42400.25;D;Martin GlVUmH;7
39331365:08;54365.89;A;Olga MZeIEb;15
68096871:08;91225.51;D;Sebastian nIyjqLC;4
43245989:08;144563.6;C;Olga CbcZVMOQI;13
33622554:08;100332.08;D;Martin HiTLoz;15
66204674:08;32402.61;A;Olga vEFJOWLT;11
98984132:08;138445.2;A;Carlos EdSoWCy;7
59890510:08;138845.67;B;Laura rzCxhXtuk;14
15835288:08;87399.96;A;Irina AhPQtC;14
92113485:08;70561.03;C;Juan ZODLT;15
22060650:08;107710.59;A;Olga xqOUOhyhq;7
3384566:08;68796.29;C;Juan wspsWX;15
56826324:08;132004.04;C;Juan VHFyADlm;17
66991234:08;122618.37;C;Laura mCKfryqD;14
57843451:08;96719.46;D;Martin eqiagKh;4
43669243:08;28040.62;A;Sebastian XxorZJ;16
39937674:08;24487.26;B;Juan KCUHxSLg;13
531192:08;140720.98;A;Olga GBSMt;16
16338997:08;79507.97;A;Juan FMtRGFKyD;1
28987507:08;132637.73;C;Irina tBhyn;13
479480:08;81701.82;A;Olga yiUOfHC;1
86967532:08;96414.72;D;Carlos Txguqjf;17
60641026:08;88648.47;B;Irina TLMXdaray;16
52478487:08;106636.3;A;Laura LLHAl;1
48655050:08;44564.44;B;Olga qsMsqAstr;14
55551720:08;82894.4;A;Martin jVFpKbN;4
1686481:08;70964.41;D;Olga iOwUNI;7
10228363:08;44064.53;D;Carlos wQlStgtUT;1
57797240:08;78876.92;B;Irina JOkOwZHaa;11
26321807:08;149278.86;B;Laura CjvPPgRng;16
43204814:08;32430.47;D;Ines feLJUdO;4
70220315:08;85877.22;A;Martin hCQtLkY;8
10134493:08;134671.17;D;Irina XrTbsk;16
27222418:08;56194.12;B;Carlos FQakWzP;1
67268768:08;41158.89;A;Carlos iGoly;5
28007725:08;37088.22;B;Laura apcTK;8
33320486:08;125430.1;B;Irina gcVkz;1
31883375:08;89766.83;B;Juan RzFku;1
23569915:08;110539.81;B;Olga bOzVv;16
99375638:08;112630.21;A;Sebastian dNjISY;17
75070178:08;100375.05;C;Martin OICwoYbK;13
9179712:08;76552.06;B;Carlos oPIFGKXJ;17
89493457:08;58701.36;D;Martin GpiKc;5
67140794:08;15704.07;D;Juan Angqki;8
73233262:08;91941.65;B;Laura exbPN;9
22962053:08;34918.3;C;Olga rybGy;14
34301477:08;62190.49;C;Sebastian mQhmVd;9
8110861:08;39803.73;C;Juan kiMlAe;12
51247655:08;81334.81;D;Olga zKSoDJDFR;7
8699568:08;106004.07;B;Laura DsZKR;17
74913311:08;31123.35;C;Carlos vAkvXvTs;2
15643027:08;63402.03;A;Carlos uUELFh;15
22486770:08;72140.99;C;Juan FmNdXHkNb;4
9325931:08;27743.0;B;Olga oqNQe;8
28279492:08;148418.51;B;Ines iyaQeNV;9
96626057:08;123904.23;B;Irina EQuruonc;9
63765502:08;130818.04;A;Sebastian ESpcIeuvw;2
79103627:08;90140.88;D;Laura UrKhfBN;11
13839820:08;111838.1;A;Juan NfDteg;12
20687204:08;22018.14;A;Martin cNmdDhuM;17
38338004:08;39479.51;B;Martin iJMzx;3
24682805:08;15359.09;D;Laura qxEenLN;12
51941926:08;143931.37;B;Olga pVQvIC;10
42103256:08;99679.94;D;Ines UPquQbDp;10
32709569:08;146593.58;D;Olga lYWcQ;16
7456975:08;93143.68;A;Martin dBwWHanC;14
32723178:08;58199.18;D;Sebastian dCkiLCZi;8
92278281:08;25115.46;B;Carlos GnjeTaMl;14
79805471:08;77582.67;C;Sebastian lTgAW;6
37002431:08;58413.76;B;Laura jIdrZKpn;11
94086153:08;44511.72;A;Laura sWBIze;1
15103640:08;124965.89;B;Sebastian dZZJFqVE;10
85177770:08;94466.87;D;Olga hfsjnr;4
66655514:08;56384.5;C;Ines oeNmwz;6
20949071:08;132896.33;D;Laura PmZYLBmim;2
31464784:08;25412.46;B;Irina VrZDVYJ;15
66151966:08;16985.89;D;Juan qzbLEpP;11
66604695:08;77168.34;B;Sebastian TBswWawB;15
35157306:08;51796.02;A;Irina LXAPhahn;8
49745575:08;129250.6;A;Martin eBQVfsk;2
95773620:08;59047.48;A;Irina zJXaF;3
91566197:08;134859.2;D;Carlos brHwDRah;12
58419295:08;87817.53;B;Olga SAUfol;2
9632045:08;18587.03;C;Carlos MehplBTzL;6
72204253:08;64307.96;C;Olga UEAlYxO;8
37099593:08;62566.48;C;Olga IMZRMa;10
25094201:08;108908.54;A;Martin JHOQnZSS;17
95084293:08;117552.15;A;Laura JfLOR;16
90191511:08;70375.49;A;Juan bWcjQkb;12
37746753:08;121125.89;A;Juan wHnCVxQ;3
98378990:08;127759.51;C;Martin rzcjvV;16
63067735:08;59503.99;D;Olga NcsZpsw;3
87252199:08;73750.22;D;Carlos MgqZwktAo;14
58313981:08;94351.54;B;Irina qTqgA;10
66814455:08;125517.16;B;Martin OjkfYiHW;5
9217540:08;82455.34;B;Ines qFmGtc;1
76407975:08;34400.66;D;Juan xIDVxm;16
7732197:08;99784.4;B;Juan ngNTPUd;13
60371098:08;103118.33;A;Sebastian YgkKBAmqf;16
24616923:08;107629.28;D;Olga uYOlw;4
59307647:08;57574.8;D;Olga QCYfFFWi;3
60748391:08;130918.53;C;Juan SPVol;1
63538730:08;26998.83;A;Sebastian RuNhwVYJv;10
43701230:08;15120.4;A;Ines mxgqWoJo;10
42818636:08;89080.26;B;Ines XCRlw;15
47779944:08;69012.69;C;Irina bJmLYeh;8
81072421:08;32196.17;A;Laura FZZAHvQt;14
17941806:08;40390.06;B;Sebastian niBVXHNc;10
18552644:08;119853.55;B;Sebastian cpqnD;2
95692835:08;112931.71;D;Martin wSDdQyCve;5
41353021:08;114442.58;B;Martin kBnboonEF;14
33421221:08;110081.66;A;Sebastian RsctnjaR;10
19470629:08;138794.12;C;Martin EVmGYWK;6
25064908:08;68704.19;A;Martin eYYpx;12
91686432:08;98902.47;C;Ines ZghpsReP;15
87833413:08;21762.41;C;Sebastian LJCSKZAyZ;16
61546082:08;53748.22;B;Sebastian xQPvgMT;10
50946714:08;69366.36;B;Sebastian wNKXbI;2
6388210:08;42458.53;A;Irina evjYNc;3
75249876:08;101074.16;D;Juan bMGVg;5
2648802:08;72324.58;C;Carlos AdYcuvRdg;1
18778155:08;89141.63;D;Laura zvJVagM;12
73024342:08;45553.93;B;Laura lBVQTt;12
80265478:08;21434.77;D;Sebastian QKlKU;8
26248670:08;99811.7;D;Sebastian rpAArNBv;10
60543099:08;122727.86;A;Irina RlVRhd;4
42480183:08;147927.26;A;Carlos nNfoJSs;11
64307764:08;131566.91;B;Martin ukKat;1
77858769:08;34977.3;C;Carlos giVRT;3
94497081:08;132743.98;D;Olga NCWQGj;9
44374955:08;129443.02;B;Ines eanwJWcl;14
87970296:08;66815.74;B;Olga nQISKg;7
92068399:08;83630.44;B;Ines tiegg;11
12902011:08;132584.97;D;Sebastian ujpoSiLSf;1
39830931:08;68515.06;D;Juan KFKDPMt;4
46950326:08;41992.93;A;Martin baTTuM;16
92038671:08;19115.06;C;Ines WbBoYnQnY;3
12253085:08;135931.9;D;Carlos dWEYSft;16
45146805:08;75032.27;B;Laura rdIrY;13
48376989:08;35204.2;A;Laura voWKCCP;12
92775507:08;119427.83;B;Carlos DYnJk;17
11992701:08;126151.31;C;Martin XoTilg;9
7408877:08;23010.27;C;Olga eqysg;6
94283964:08;68026.53;B;Carlos PPepBnEIg;3
45970090:08;20838.3;D;Juan OyZtwc;14
23665805:08;56039.27;D;Laura zvSSezm;2
17597034:08;19464.14;D;Martin dWSXuBb;7
29762487:08;144571.56;D;Sebastian XXLAFnZS;12
11236292:08;127303.81;A;Olga ntDxzd;13
57976282:08;147146.55;C;Laura fyhUbR;17
66456981:08;138399.51;B;Juan NmiFEpQVN;3
75005782:08;146793.77;D;Juan adHyxDT;8
41423756:08;57763.55;A;Laura LtlsoCKue;13
19183076:08;102553.02;B;Olga dVTjO;15
20408708:08;121515.58;D;Ines BpNfaF;14
94244846:08;91945.55;B;Juan vLLFT;6
77256345:08;104500.73;D;Sebastian bFcKue;2
94241506:08;141396.83;A;Carlos kRtNdbH;15
9715687:08;77391.8;D;Laura uLplDAh;15
52370606:08;75047.82;C;Sebastian flZMlFWJf;8
53367866:08;41195.21;B;Carlos wFrBPXF;7
29379227:08;65716.07;C;Olga xVWbg;7
66372387:08;44920.12;A;Martin iPWSzgJCB;10
43228633:08;23260.24;A;Carlos pUEvN;17
55708145:08;24586.99;D;Ines QADwEkjiG;3
68365809:08;40159.67;D;Sebastian sycfG;4
27646581:08;113044.01;C;Olga KVuBW;16
81907933:08;149834.87;A;Olga oZCDhtJc;17
99969029:08;136799.48;B;Laura wLOyHoJ;1
816378:08;67786.98;B;Laura jUlYDcfkt;15
